SMILES,NR3C1,GRIN1,PDE4D,ADRB2,ADRB1,ADORA2A,MAOA,AR,PTGS1,PTGS2,HRH1,OPRK1,ACHE,HTR1B,CHRM2,OPRD1,CHRM1,SLC6A4,HTR2B,CNR1,KCNH2,DRD2,CNR2,ADRA2A,SCN5A,LCK,GABRA1,HTR3A,CCKAR,PDE3A,DRD1,HTR2A,KCNQ1,ADRA1A,CHRM3,OPRM1,CACNA1C,HTR1A,CHRNA4,SLC6A2,EDNRA,HRH2,SLC6A3,AVPR1A
COc1cc([C@H]2[C@@H]3CCCC[C@H]3C=C[C@H]2C)oc(=O)c1C=O,-8.6,-7.8,-9.4,-8.8,-9.4,-9.6,-7.0,-8.8,-9.2,-9.7,-7.6,-7.8,-9.5,-9.4,0.0,-7.5,-9.0,-8.9,-8.3,-8.7,-5.9,-8.5,-9.4,-9.1,-7.9,-7.7,-9.7,-9.1,-7.7,-9.2,-8.1,-9.6,-7.0,-7.8,-8.3,-7.7,-7.4,-8.4,-6.0,-8.9,-7.0,-9.1,-8.3,-6.9
COC(=O)c1c(O)ccc2oc3cc(C)cc(O)c3c(=O)c12,-9.2,-8.6,-9.1,-9.2,-9.3,-9.3,-9.2,-7.9,-8.2,-8.9,-6.9,-7.7,-9.5,-8.9,0.0,-7.9,-8.9,-9.2,-8.6,-8.9,-5.8,-8.1,-8.3,-8.2,-7.8,-7.3,-9.9,-8.8,-8.5,-9.3,-8.4,-10.1,-7.7,-8.3,-8.0,-7.7,-7.2,-8.1,-5.2,-9.3,-6.9,-7.7,-8.7,-6.7
COC(=O)c1cccc2oc3cc(CO)cc(O)c3c(=O)c12,-8.5,-8.0,-9.2,-9.9,-8.7,-9.2,-9.4,-7.4,-8.2,-8.6,-7.1,-7.8,-9.2,-8.7,0.0,-7.7,-8.6,-8.6,-8.8,-8.5,-5.6,-8.8,-8.7,-7.6,-7.2,-7.6,-9.7,-8.7,-8.8,-9.4,-8.5,-9.4,-7.1,-8.7,-7.6,-7.7,-7.0,-8.0,-4.9,-8.7,-6.7,-7.5,-8.9,-6.5
COc1cc(CO)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,-9.0,-8.4,-9.1,-9.8,-9.7,-9.6,-8.4,-6.6,-8.3,-8.1,-6.7,-7.4,-9.6,-9.1,0.0,-8.9,-8.1,-8.8,-8.7,-8.2,-5.2,-8.5,-9.0,-8.0,-7.9,-8.3,-9.7,-8.6,-9.5,-9.4,-8.2,-9.3,-7.5,-8.5,-8.1,-7.8,-7.4,-8.7,-5.3,-8.6,-6.2,-7.0,-8.4,-6.8
COc1cc2c(c(O)c1O)C(=O)c1c(O)cc(C)cc1C2=O,-9.3,-8.5,-9.4,-9.6,-10.0,-9.7,-9.1,-7.0,-8.9,-8.5,-6.5,-8.0,-10.1,-9.2,0.0,-9.1,-7.3,-9.2,-9.3,-8.5,-5.2,-9.0,-9.1,-7.8,-8.0,-8.6,-9.2,-8.8,-9.2,-9.7,-8.5,-10.6,-7.9,-7.3,-7.7,-8.9,-7.7,-8.7,-5.5,-9.3,-6.7,-7.3,-8.8,-6.9
COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O,-9.4,-8.4,-8.9,-10.4,-9.7,-9.8,-8.9,-7.5,-9.0,-8.4,-6.2,-8.2,-10.1,-9.1,0.0,-8.9,-7.4,-9.0,-9.2,-8.3,-5.3,-9.3,-9.2,-7.7,-8.1,-8.6,-9.1,-8.6,-9.5,-8.9,-8.3,-10.6,-8.0,-7.8,-7.9,-8.0,-7.4,-8.6,-5.3,-9.1,-6.7,-6.4,-8.4,-7.1
COc1cc(O)c2c(c1)C(=O)c1cc(CO)cc(O)c1C2=O,-9.0,-8.3,-8.9,-10.1,-9.3,-9.6,-9.1,-6.7,-8.4,-8.6,-6.5,-7.9,-9.2,-8.9,0.0,-9.1,-7.4,-9.0,-9.0,-8.4,-5.0,-9.0,-9.5,-7.7,-7.9,-8.3,-9.2,-8.6,-9.0,-9.0,-7.8,-10.0,-7.6,-7.7,-8.4,-8.3,-7.1,-8.3,-5.5,-8.9,-6.3,-6.8,-8.2,-6.7
COc1cc(O)cc2c1C(=O)c1c(O)cc(CO)cc1C2=O,-8.8,-8.6,-9.0,-9.8,-9.2,-9.8,-8.9,-7.1,-8.3,-8.5,-6.2,-7.8,-9.7,-8.8,0.0,-8.8,-7.6,-8.7,-9.1,-8.3,-5.3,-8.9,-9.4,-8.1,-7.7,-8.1,-9.7,-8.9,-9.1,-9.1,-8.3,-9.0,-7.8,-8.7,-8.2,-8.2,-7.2,-8.4,-5.6,-8.5,-6.2,-6.8,-8.3,-6.8
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)C[C@@H]1O)[C@]31CO1,-7.7,-6.7,-7.4,-7.3,-6.9,-5.6,-0.3,-3.9,-7.2,-5.9,-5.6,-6.5,-7.4,-7.2,0.0,-5.9,-7.7,-7.9,-8.1,-6.0,-4.9,-5.6,-5.6,-5.8,-6.3,-6.1,-5.6,-6.5,-7.1,-7.6,-6.7,-6.2,-5.8,-7.0,-3.4,-6.8,-6.7,-6.9,-3.2,-8.1,-5.3,-4.8,-7.8,-6.3
O=C1CCc2c1c(=O)oc1c3c(cc(O)c21)O[C@H]1OC=C[C@@H]31,-9.8,-9.0,-9.3,-10.9,-9.8,-10.5,-10.3,-7.7,-9.7,-9.3,-7.2,-8.8,-10.0,-10.0,0.0,-8.6,-8.4,-9.7,-10.1,-8.9,-6.5,-9.3,-10.2,-9.9,-8.7,-9.5,-11.8,-10.6,-9.8,-10.3,-9.6,-11.0,-8.5,-9.0,-9.2,-8.3,-8.3,-10.0,-6.2,-9.6,-7.5,-7.5,-8.4,-7.5
CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@]31CO1,-8.4,-7.0,-6.5,-8.0,-7.2,-7.6,-3.7,-5.0,-7.3,-6.8,-5.6,-7.1,-9.0,-7.2,0.0,-6.2,-8.1,-8.2,-8.2,-7.4,-5.1,-5.9,-5.8,-6.4,-6.5,-5.5,-5.8,-8.4,-7.4,-7.0,-7.1,-7.1,-6.0,-8.2,-5.2,-7.1,-7.1,-7.6,-1.2,-8.3,-5.6,-5.5,-7.5,-7.6
CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@@]31CO1,-8.2,-6.8,-7.3,-7.9,-7.6,-7.3,-1.9,-5.0,-7.8,-7.3,-5.8,-7.0,-9.0,-7.3,0.0,-6.1,-7.8,-8.3,-8.1,-7.3,-5.1,-6.1,-5.8,-6.4,-6.8,-5.8,-5.7,-8.1,-7.7,-7.4,-7.0,-7.1,-6.2,-7.9,-5.6,-7.0,-7.3,-7.7,-0.2,-8.8,-5.5,-5.5,-7.4,-7.9
CC1=C[C@H]2O[C@@H]3[C@@H](O)C[C@](C)([C@@]2(CO)[C@H](O)C1=O)[C@]31CO1,-8.2,-7.2,-6.7,-7.7,-7.2,-5.9,-0.6,-6.5,-7.6,-6.0,-5.8,-6.9,-9.0,-7.8,-0.1,-6.4,-7.7,-8.0,-8.3,-6.8,-4.9,-6.0,-6.2,-7.0,-6.6,-5.6,-5.9,-8.8,-7.6,-6.9,-7.1,-6.8,-5.9,-7.7,-4.0,-6.7,-6.9,-6.7,-2.5,-8.0,-5.5,-6.3,-7.4,-7.1
O=C1OC(=Cc2ccc(O)cc2)C(O)=C1c1ccc(O)cc1,-9.9,-8.4,-8.7,-10.7,-9.4,-9.7,-9.2,-9.2,-8.8,-8.4,-8.4,-9.0,-10.3,-9.1,-2.0,-7.8,-7.8,-9.6,-9.6,-9.1,-6.1,-9.3,-10.0,-9.0,-8.4,-8.4,-10.0,-9.8,-8.3,-9.4,-9.4,-10.9,-7.5,-9.3,-7.8,-8.5,-8.0,-8.6,-6.8,-9.8,-6.9,-7.9,-9.7,-7.3
COc1cc(O)cc2c1C(=O)O[C@@H](C)CCCCCCC2,-8.7,-7.3,-8.3,-8.6,-8.3,-7.9,-5.8,-4.8,-9.3,-8.1,-5.4,-7.6,-10.3,-8.8,0.0,-7.2,-8.7,-8.6,-8.6,-8.2,-6.2,-7.9,-8.6,-7.4,-7.9,-8.1,-9.8,-9.7,-8.2,-8.7,-7.8,-8.4,-8.0,-9.5,-7.1,-8.1,-7.8,-7.9,-5.1,-8.8,-6.6,-5.1,-7.7,-7.0
CC(=O)O[C@@H]1C[C@]2(C)[C@@]3(C)CCC(C)=C[C@H]3O[C@H]1[C@@]21CO1,-7.9,-7.8,-7.2,-8.4,-8.2,-6.8,-1.2,-6.1,-8.1,-6.1,-5.5,-6.9,-9.9,-7.7,-0.1,-6.9,-8.6,-8.8,-8.4,-8.1,-5.6,-6.6,-7.8,-7.0,-7.3,-6.3,-6.1,-7.3,-8.0,-7.5,-7.9,-6.6,-6.7,-8.4,-4.6,-7.5,-7.6,-7.2,-2.2,-8.0,-6.0,-6.2,-8.4,-7.3
C[C@H]1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1,-8.4,-8.3,-9.1,-10.0,-9.8,-8.9,-6.0,-7.6,-9.0,-7.7,-5.8,-8.8,-10.1,-9.2,0.0,-8.2,-8.8,-9.1,-9.2,-8.4,-6.0,-8.4,-8.5,-7.4,-8.4,-8.2,-9.2,-8.4,-9.0,-8.9,-7.9,-8.9,-9.4,-9.2,-7.3,-9.0,-7.9,-8.7,-5.2,-9.1,-6.5,-6.2,-7.9,-6.9
C[C@@H]1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1,-7.3,-8.3,-9.1,-10.0,-9.7,-9.7,-7.0,-6.7,-9.1,-9.5,-6.3,-8.7,-10.2,-9.4,0.0,-8.3,-8.1,-9.1,-8.7,-8.5,-6.2,-8.8,-8.6,-7.9,-8.5,-9.1,-9.9,-8.7,-9.1,-9.4,-8.0,-9.7,-9.2,-9.3,-8.3,-8.8,-8.1,-8.5,-4.0,-9.3,-6.3,-5.7,-8.4,-6.8
COc1cc(O)c2c(c1)C1=C[C@@H](O)[C@H](O)C[C@@]1(C)OC2=O,-8.7,-7.4,-9.0,-9.3,-8.6,-9.1,-9.1,-6.5,-8.6,-8.8,-6.3,-7.7,-9.5,-8.3,-0.2,-7.1,-9.4,-8.8,-8.6,-8.4,-5.6,-8.3,-8.7,-7.2,-7.9,-7.8,-8.9,-8.9,-8.3,-8.9,-8.7,-8.6,-7.4,-8.8,-9.1,-7.3,-7.2,-8.0,-6.2,-8.8,-6.2,-7.6,-8.7,-6.9
C[C@H]1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,-8.7,-7.7,-7.9,-8.2,-8.5,-5.6,-2.5,-6.5,-8.4,-6.7,-5.5,-7.4,-10.0,-8.8,0.0,-7.5,-7.8,-8.6,-9.0,-6.8,-6.2,-7.6,-6.8,-7.5,-8.2,-7.1,-7.6,-7.8,-8.6,-8.6,-7.2,-7.3,-7.6,-8.3,-5.0,-8.2,-7.7,-7.9,-2.4,-8.2,-6.0,-4.9,-7.7,-7.3
C[C@H]1CCC/C=C\C(=O)c2c(O)cc(O)cc2CC(=O)O1,-8.7,-7.8,-7.9,-8.2,-8.5,-5.7,-2.8,-6.5,-8.5,-6.8,-5.9,-7.4,-10.1,-8.8,0.0,-7.5,-7.8,-8.7,-9.0,-6.9,-6.2,-7.6,-6.8,-7.5,-8.2,-7.1,-7.9,-7.7,-8.6,-8.6,-7.2,-7.4,-7.8,-8.4,-5.3,-8.2,-7.7,-8.0,-1.0,-8.2,-6.1,-5.1,-7.8,-7.2
C[C@H]1CC/C=C\CC(=O)c2c(O)cc(O)cc2CC(=O)O1,-8.6,-8.5,-8.2,-8.2,-9.2,-7.3,-2.0,-7.1,-9.3,-6.7,-6.6,-7.5,-11.3,-8.8,0.0,-8.0,-8.3,-8.7,-8.9,-8.5,-6.3,-7.7,-8.0,-7.5,-8.1,-7.4,-7.3,-10.2,-9.0,-8.3,-7.5,-7.9,-7.7,-9.1,-7.1,-8.1,-7.9,-8.2,-5.5,-8.3,-6.5,-4.7,-8.5,-7.0
COC1=CC(=O)c2c(O)c(C)c(CC(C)=O)c(O)c2C1=O,-7.9,-7.5,-8.3,-9.4,-8.2,-8.9,-8.5,-6.6,-8.0,-8.7,-6.1,-7.0,-8.7,-7.9,-1.9,-7.2,-7.9,-8.2,-8.1,-7.9,-4.7,-8.4,-8.6,-7.3,-7.6,-7.4,-8.5,-8.3,-8.8,-8.5,-7.0,-8.9,-7.2,-8.3,-8.5,-7.2,-6.4,-8.2,-5.4,-8.1,-6.6,-6.6,-7.1,-6.4
Cc1cc(=O)c2c(o1)-c1c(cc(O)c(O)c1C(=O)O)OC2,-8.4,-7.9,-8.2,-9.3,-9.1,-9.4,-7.5,-6.7,-8.4,-8.0,-6.1,-7.8,-10.3,-8.7,0.0,-7.2,-7.6,-8.3,-8.0,-7.9,-5.7,-7.7,-9.0,-7.3,-7.4,-7.7,-9.1,-8.1,-8.9,-8.5,-7.8,-9.1,-7.7,-8.5,-8.2,-7.5,-7.5,-7.9,-5.3,-8.4,-6.0,-5.0,-7.4,-7.0
[C-]#[N+]C(=Cc1ccc(O)cc1)C(=Cc1ccc(O)cc1)[N+]#[C-],-6.3,-6.8,-7.6,-8.6,-8.2,-7.7,-5.7,-6.2,-7.9,-9.0,-5.9,-6.4,-8.7,-8.1,-2.1,-7.1,-9.5,-8.0,-7.4,-8.3,-5.0,-7.3,-8.9,-6.4,-7.3,-7.3,-9.1,-9.1,-7.8,-7.9,-6.8,-9.4,-6.4,-7.0,-7.2,-7.0,-7.0,-7.2,-5.1,-7.7,-5.4,-6.7,-8.9,-6.2
COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C=C(C)OC3,-8.7,-8.6,-8.8,-9.3,-9.0,-9.5,-9.1,-7.5,-8.6,-8.8,-6.1,-7.8,-10.3,-8.6,-0.4,-7.7,-7.3,-8.5,-8.9,-7.9,-5.2,-8.6,-9.1,-8.0,-7.7,-8.3,-9.4,-8.5,-9.0,-9.2,-8.0,-9.7,-7.2,-7.5,-8.9,-7.7,-7.2,-8.4,-5.0,-8.6,-6.3,-6.9,-7.9,-7.1
COc1cc(C(=O)O)ccc1Oc1ccc(C=O)cc1O,-8.1,-6.9,-7.9,-8.4,-8.1,-8.2,-8.4,-7.9,-7.7,-8.8,-7.4,-6.5,-9.1,-7.6,-4.2,-6.9,-7.7,-8.1,-7.5,-8.1,-4.9,-7.8,-8.1,-6.9,-7.2,-7.9,-8.5,-8.6,-8.2,-7.7,-7.6,-8.3,-6.5,-7.9,-7.7,-7.4,-6.3,-7.2,-5.0,-8.1,-6.2,-7.9,-8.3,-6.1
COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1,-8.9,-7.8,-8.8,-10.2,-8.8,-9.5,-8.9,-6.5,-8.2,-9.2,-6.7,-7.5,-9.4,-8.4,-0.1,-8.1,-7.5,-8.9,-9.3,-8.5,-5.2,-8.4,-9.3,-8.4,-7.8,-7.9,-9.0,-8.6,-9.0,-9.0,-8.0,-9.4,-7.2,-7.7,-8.2,-7.7,-7.0,-8.2,-5.4,-8.6,-6.5,-7.5,-7.8,-6.8
COc1cc2c(c(O)c1C1=CC(=O)CC1)[C@@H]1C=CO[C@@H]1O2,-8.4,-7.5,-8.7,-8.0,-8.4,-9.1,-8.5,-7.8,-8.2,-7.8,-7.3,-8.1,-9.0,-8.3,-4.4,-7.3,-8.6,-8.1,-8.8,-8.0,-5.8,-9.0,-8.8,-7.5,-8.1,-7.7,-9.2,-8.5,-8.5,-8.5,-7.6,-9.7,-7.6,-8.7,-8.3,-7.6,-6.8,-8.5,-7.1,-8.6,-6.4,-6.7,-8.4,-6.9
Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O,-9.2,-8.9,-9.3,-10.1,-9.8,-10.1,-8.8,-7.9,-8.8,-9.0,-6.6,-8.2,-10.7,-9.0,0.0,-8.9,-8.7,-9.4,-9.4,-8.4,-5.7,-8.9,-9.0,-8.8,-8.1,-8.5,-9.7,-9.4,-9.2,-9.5,-9.2,-10.9,-7.9,-8.4,-7.6,-8.8,-8.5,-8.9,-5.5,-9.2,-6.4,-7.1,-9.4,-7.3
Cc1cc(O)c2c(=O)c3c(C(=O)O)cc(O)cc3oc2c1,-9.0,-8.6,-8.9,-10.6,-9.3,-9.6,-9.1,-7.6,-8.6,-9.1,-7.7,-8.0,-10.3,-9.4,0.0,-8.6,-8.2,-9.2,-9.5,-8.7,-5.7,-8.6,-9.4,-8.2,-7.5,-7.7,-9.6,-8.6,-9.6,-9.3,-8.5,-10.2,-7.3,-8.7,-8.0,-7.9,-7.5,-8.5,-5.0,-8.7,-7.4,-8.0,-8.4,-6.8
Cc1cc(O)c2c(c1O)C(=O)c1cc(O)cc(O)c1C2=O,-9.0,-8.5,-8.8,-10.5,-10.3,-10.0,-9.2,-8.2,-9.1,-8.4,-6.2,-7.9,-10.5,-9.0,0.0,-8.6,-9.7,-8.9,-9.2,-8.1,-5.4,-9.0,-9.3,-8.3,-7.9,-8.8,-9.4,-9.0,-9.5,-9.6,-8.8,-10.3,-8.5,-8.2,-7.9,-7.9,-7.6,-8.8,-5.4,-9.0,-6.8,-6.4,-8.4,-7.0
O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21,-9.1,-8.4,-8.8,-10.5,-10.0,-9.9,-8.9,-8.0,-8.4,-8.8,-6.5,-7.8,-10.1,-9.1,-0.6,-8.9,-8.7,-8.9,-9.3,-8.2,-5.1,-8.9,-9.4,-8.3,-7.8,-8.2,-9.3,-9.0,-9.3,-9.7,-8.3,-10.3,-8.1,-8.8,-8.2,-8.1,-7.6,-8.6,-5.5,-8.9,-6.4,-6.8,-8.7,-6.9
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-9.2,-8.5,-8.5,-10.7,-9.8,-10.1,-9.2,-7.9,-8.9,-8.3,-6.5,-7.7,-10.4,-9.0,0.0,-7.8,-9.5,-8.7,-9.5,-8.3,-5.9,-9.1,-8.4,-7.8,-7.9,-8.5,-10.2,-8.7,-9.8,-9.1,-8.0,-10.3,-8.9,-8.5,-8.3,-7.7,-7.5,-8.6,-5.5,-8.8,-7.0,-6.0,-8.0,-6.8
COc1cc(O)c2c(c1O)C(=O)c1cc(C)ncc1C2=O,-8.9,-8.6,-8.8,-9.9,-9.0,-9.5,-8.9,-7.3,-8.3,-8.7,-6.0,-7.9,-10.1,-8.6,0.0,-7.5,-7.8,-8.6,-9.0,-8.0,-5.1,-9.3,-9.3,-7.8,-8.0,-8.5,-9.2,-8.8,-9.6,-8.7,-7.8,-10.1,-7.3,-7.3,-9.0,-7.4,-7.2,-8.3,-5.1,-8.5,-6.6,-6.4,-7.7,-7.0
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O,-9.3,-8.6,-9.3,-10.6,-9.5,-10.2,-9.6,-8.4,-8.5,-8.9,-6.4,-8.2,-9.6,-9.0,0.0,-9.4,-8.3,-9.3,-9.5,-8.7,-5.7,-9.3,-9.9,-8.6,-8.7,-8.5,-9.5,-9.4,-9.3,-9.1,-8.3,-10.5,-7.8,-7.4,-8.9,-8.9,-7.4,-9.0,-5.3,-8.9,-6.6,-7.1,-8.5,-7.7
COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,-9.1,-8.5,-9.5,-10.6,-9.7,-9.9,-9.2,-8.0,-8.9,-8.9,-6.8,-8.2,-10.3,-9.2,0.0,-9.1,-7.9,-9.5,-9.2,-8.7,-5.4,-9.3,-10.0,-8.2,-8.0,-8.6,-9.3,-9.0,-9.3,-9.3,-8.2,-10.8,-7.9,-7.8,-8.6,-8.5,-7.4,-8.7,-5.2,-9.3,-6.7,-7.1,-8.3,-7.2
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)CC1)[C@@]31CO1,-7.7,-7.4,-6.8,-7.3,-7.1,-6.1,-2.5,-4.8,-7.4,-5.6,-5.3,-6.4,-8.6,-7.7,-0.4,-6.2,-7.9,-8.2,-7.9,-6.3,-4.7,-6.1,-6.8,-6.2,-6.4,-5.8,-5.5,-6.5,-7.3,-7.1,-6.6,-6.3,-5.9,-7.2,-4.0,-6.8,-6.8,-6.8,-1.3,-8.6,-5.7,-6.0,-7.8,-6.3
CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)CC1)[C@]31CO1,-7.7,-7.0,-7.1,-7.8,-7.0,-6.5,-2.6,-4.9,-7.3,-5.8,-5.2,-6.5,-8.6,-7.7,0.0,-6.2,-8.2,-8.1,-8.0,-5.9,-5.0,-5.6,-7.9,-6.0,-6.3,-5.9,-5.2,-6.7,-7.2,-7.0,-6.8,-6.5,-5.8,-6.7,-3.7,-6.8,-6.7,-6.7,-3.0,-8.3,-5.8,-5.6,-7.6,-6.4
C=C1[C@@H]2O[C@@H]3C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@@]1(C)C[C@H]2O,-7.8,-7.7,-6.2,-7.6,-7.6,-7.4,-4.7,-5.6,-7.4,-6.8,-5.8,-7.0,-8.8,-7.9,0.0,-6.4,-8.7,-8.3,-7.9,-7.0,-4.8,-5.9,-6.9,-6.4,-7.0,-5.5,-6.0,-8.9,-7.4,-6.9,-6.9,-7.2,-6.0,-7.8,-6.1,-6.9,-7.1,-7.9,-2.4,-8.6,-5.9,-5.9,-7.6,-7.2
C=C1[C@@H]2O[C@@H]3C=C(C)C(=O)[C@@H](O)[C@@]3(CO)[C@@]1(C)C[C@H]2O,-7.7,-7.6,-6.6,-8.5,-7.6,-6.0,-3.1,-4.4,-7.3,-6.7,-5.9,-7.1,-9.2,-7.4,-0.4,-6.7,-8.7,-7.8,-8.3,-7.3,-5.1,-6.3,-7.5,-5.9,-6.7,-5.8,-6.1,-7.2,-7.2,-7.0,-7.0,-6.9,-6.1,-7.8,-5.1,-7.1,-6.9,-7.3,-2.2,-8.8,-5.6,-6.1,-7.9,-6.9
CO[C@]1(C)C[C@H]2O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c32)O1,-8.2,-8.0,-8.0,-8.2,-9.0,-7.5,-5.2,-7.7,-8.5,-7.3,-6.5,-7.2,-8.9,-8.4,-0.7,-7.2,-9.4,-8.2,-7.9,-8.0,-5.2,-7.6,-8.4,-6.5,-7.8,-8.1,-7.7,-8.4,-7.7,-7.9,-7.8,-8.1,-7.4,-9.2,-6.9,-7.6,-6.9,-7.5,-5.0,-8.0,-6.3,-5.7,-8.1,-7.3
CO[C@@]1(C)C[C@H]2O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c32)O1,-8.2,-7.2,-8.0,-8.0,-8.5,-7.6,-4.8,-7.9,-7.9,-7.1,-6.1,-7.1,-9.1,-8.7,-1.6,-7.3,-9.2,-8.2,-7.7,-7.7,-5.3,-7.5,-8.7,-6.8,-7.9,-8.3,-8.0,-8.4,-7.5,-7.7,-7.7,-8.1,-6.8,-8.5,-7.2,-7.5,-7.1,-7.5,-5.7,-8.1,-5.9,-5.7,-8.2,-6.4
CN1C(=O)c2ccccc2NC(=O)C1=Cc1ccccc1,-9.5,-8.7,-9.3,-9.7,-9.5,-10.0,-9.7,-7.4,-10.5,-9.1,-6.0,-9.8,-10.9,-9.3,-0.9,-9.5,-8.4,-9.4,-9.7,-10.0,-6.4,-10.1,-10.5,-9.5,-8.8,-8.6,-10.7,-9.5,-8.9,-9.2,-9.0,-10.4,-7.8,-9.9,-7.6,-9.1,-8.1,-9.2,-5.6,-9.8,-6.9,-6.6,-9.0,-7.1
COc1cc2oc(=O)c3c(O)cc(O)cc3c2cc1O,-8.9,-8.4,-8.7,-10.1,-9.3,-9.3,-9.2,-9.0,-8.7,-9.6,-7.8,-7.3,-9.6,-8.9,-1.8,-7.6,-8.4,-9.1,-9.0,-7.8,-5.7,-8.0,-9.1,-8.2,-7.6,-8.2,-9.3,-9.7,-9.0,-8.5,-8.2,-9.6,-7.8,-7.8,-8.9,-7.2,-7.1,-8.3,-5.4,-8.5,-6.3,-8.9,-8.2,-6.6
Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,-8.8,-7.9,-8.9,-9.7,-8.9,-9.5,-8.3,-8.7,-8.4,-9.1,-6.5,-7.8,-10.4,-9.0,-2.2,-8.1,-8.7,-9.6,-9.0,-8.0,-5.5,-8.0,-9.1,-8.6,-8.1,-7.8,-8.8,-9.1,-8.7,-9.5,-8.3,-8.9,-7.5,-7.9,-8.8,-7.8,-7.3,-8.8,-5.3,-8.7,-6.3,-7.9,-8.5,-6.8
CC1=CC(=O)C(C2=C(O)C(=O)C(C)=CC2=O)=C(O)C1=O,-8.8,-7.8,-7.6,-8.1,-8.0,-9.1,-5.9,-9.1,-8.4,-7.8,-6.7,-8.0,-10.0,-9.3,0.0,-8.0,-8.5,-8.5,-8.4,-7.6,-5.8,-8.0,-8.2,-7.6,-7.6,-8.2,-9.3,-8.6,-8.2,-7.7,-8.0,-8.9,-6.6,-8.2,-5.3,-7.9,-7.1,-8.2,-3.8,-8.7,-7.3,-7.8,-7.9,-7.6
COc1cc(O)c2c(O)c3c(=O)cc(C)oc3cc2c1,-8.7,-8.4,-8.5,-10.1,-9.1,-9.3,-9.0,-8.0,-8.3,-9.7,-6.8,-7.9,-9.3,-8.9,-2.0,-8.4,-7.0,-9.0,-9.2,-8.3,-5.4,-8.9,-9.7,-8.3,-7.7,-8.3,-9.1,-8.4,-8.9,-8.7,-8.2,-9.8,-7.4,-7.2,-8.5,-7.7,-7.0,-8.3,-5.1,-8.8,-6.6,-7.3,-7.8,-6.8
COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,-8.9,-8.8,-9.1,-10.6,-9.7,-10.2,-8.9,-6.4,-8.6,-9.4,-6.1,-7.4,-9.9,-9.0,-1.1,-7.8,-8.3,-8.5,-8.9,-8.1,-5.8,-8.2,-9.3,-8.2,-7.9,-8.2,-10.1,-8.9,-8.7,-8.9,-8.5,-9.6,-7.7,-9.5,-8.6,-7.6,-7.1,-8.3,-5.7,-8.6,-6.1,-6.7,-8.4,-7.2
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,-9.1,-8.9,-9.0,-10.8,-10.5,-10.1,-9.1,-7.9,-8.8,-9.0,-6.6,-8.0,-10.7,-9.2,-1.1,-9.1,-9.3,-9.1,-9.4,-8.4,-5.8,-9.0,-9.8,-8.6,-7.9,-8.6,-9.8,-9.0,-9.3,-10.4,-8.6,-10.9,-8.6,-9.1,-8.4,-8.4,-7.9,-8.8,-5.3,-9.2,-6.6,-6.9,-8.7,-6.9
Cc1cc(O)c2c(c1O)C(=O)c1cccc(O)c1C2=O,-9.0,-8.7,-8.9,-10.7,-10.0,-9.9,-9.5,-8.0,-9.0,-8.5,-6.6,-7.7,-10.5,-9.0,0.0,-8.7,-10.1,-8.7,-9.2,-8.2,-5.8,-9.2,-9.2,-8.4,-8.1,-8.7,-10.1,-9.6,-9.2,-9.3,-8.2,-10.6,-8.8,-8.6,-8.4,-8.2,-7.6,-8.7,-5.5,-9.1,-6.8,-6.4,-8.2,-7.0
